line_number	line	class_level1	class_level2	class_level3
1	principio eratque	Gospel Lections	Gospel of John	no_level3
2	verbum et verbum erat apud	Gospel Lections	Gospel of John	no_level3
3	deum et deus erat verbum	Gospel Lections	Gospel of John	no_level3
4	voc erat in principio apud	Gospel Lections	Gospel of John	no_level3
5	deum misericordia per ipsorum facta	Gospel Lections	Gospel of John	no_level3
6	sunt et sine ipso factum est	Gospel Lections	Gospel of John	no_level3
7	nichil quod factum est in ipso	Gospel Lections	Gospel of John	no_level3
8	vita erat et vita erat lux	Gospel Lections	Gospel of John	no_level3
9	hominum et lux in tenebris	Gospel Lections	Gospel of John	no_level3
10	licet et tenebre eam non	Gospel Lections	Gospel of John	no_level3
11	coprehenderunt fuit homo	Gospel Lections	Gospel of John	no_level3
12	missus a deo tuum nomen erat	Gospel Lections	Gospel of John	no_level3
13	johannes sicut venit in testi	Gospel Lections	Gospel of John	no_level3
14	montium ut testimonium parhi	Gospel Lections	Gospel of John	no_level3
15	rerent de lumine ut omnes	Gospel Lections	Gospel of John	no_level3
16	crederent per illum non erat	Gospel Lections	Gospel of John	no_level3
17	mille lux sequebant testimonium	Gospel Lections	Gospel of John	no_level3
18	perhiberet de l une frat lux	Gospel Lections	Gospel of John	no_level3
19	vera que illuminationem	Gospel Lections	Gospel of John	no_level3
20	hominem veniente in hunc	Gospel Lections	Gospel of John	no_level3
21	mundum in mundo erat	Gospel Lections	Gospel of John	no_level3
22	mundus per ipsum factus	Gospel Lections	Gospel of John	no_level3
23	et mundus eium non cogno	Gospel Lections	Gospel of John	no_level3
24	uit in propria venit et	Gospel Lections	Gospel of John	no_level3
25	sui eum non receperunt	Gospel Lections	Gospel of John	no_level3
26	quotquot autem receperunt	Gospel Lections	Gospel of John	no_level3
27	eum dedit eis potestatem	Gospel Lections	Gospel of John	no_level3
28	filios dei fieri his qui cre	Gospel Lections	Gospel of John	no_level3
29	dunt in nomine eius et	Gospel Lections	Gospel of John	no_level3
30	non ex sanguinibus neque	Gospel Lections	Gospel of John	no_level3
31	ex voluptate carnis neque	Gospel Lections	Gospel of John	no_level3
32	ex voluntate viri ex deo ira	Gospel Lections	Gospel of John	no_level3
33	tu sunt et verbum sarotactum	Gospel Lections	Gospel of John	no_level3
34	est et habitauit in vobis	Gospel Lections	Gospel of John	no_level3
35	et vidimus gloriam eius	Gospel Lections	Gospel of John	no_level3
36	gloria quasi unigeniti a	Gospel Lections	Gospel of John	no_level3
37	patre pient gratie deum	Gospel Lections	Gospel of John	no_level3
38	tatis deo gratias eorum	Gospel Lections	Gospel of John	no_level3
39	evangelicta dicta deleatur	Gospel Lections	Gospel of John	no_level3
40	noltra deucta aδ sit nomen	Gospel Lections	Gospel of John	no_level3
41	domini benedictum exhoc nunc	Gospel Lections	Gospel of John	no_level3
42	et usque in seculum precem eorum	Gospel Lections	Gospel of John	no_level3
43	rotector interper	Gospel Lections	Gospel of John	no_level3
44	tui deus sumequi	Gospel Lections	Gospel of John	no_level3
45	nichil est validus luchil	Gospel Lections	Gospel of John	no_level3
46	sanctum multiplicta super nobis	Gospel Lections	Gospel of John	no_level3
47	misericordiam tuam ut ce rec	Gospel Lections	Gospel of John	no_level3
48	torté duce sicut transeam	Gospel Lections	Gospel of John	no_level3
49	per bona temporalia ut non	Gospel Lections	Gospel of John	no_level3
50	amittamus eterna per	Gospel Lections	Gospel of John	no_level3
51	christus dominum nostrum amen	Gospel Lections	Gospel of John	no_level3
52	sequentia sancti	Gospel Lections	Gospel of John	no_level3
53	evangelii secundum	Gospel Lections	Gospel of John	no_level3
54	lucam olia tua domine	Gospel Lections	Gospel of John	no_level3
55	millo tempore	Gospel Lections	Gospel of Luke	no_level3
56	missus est angelus ga	Gospel Lections	Gospel of Luke	no_level3
57	briel a deo in civitate ga	Gospel Lections	Gospel of Luke	no_level3
58	si lee cui nomen nolzaretis	Gospel Lections	Gospel of Luke	no_level3
59	flor virgine despondultail	Gospel Lections	Gospel of Luke	no_level3
60	virotui nomen exult soleph	Gospel Lections	Gospel of Luke	no_level3
61	de domo oculo et nomen	Gospel Lections	Gospel of Luke	no_level3
62	scriptum est per prophetam	Gospel Lections	Gospel of Luke	no_level3
63	et tu bethleem terram nuda	Gospel Lections	Gospel of Luke	no_level3
64	nequaque a mesma es	Gospel Lections	Gospel of Luke	no_level3
65	in principibus iuda ex te	Gospel Lections	Gospel of Luke	no_level3
66	eum expient ouy qui tega	Gospel Lections	Gospel of Luke	no_level3
67	populum meum israel euc	Gospel Lections	Gospel of Luke	no_level3
68	herodes clam invocatis ma	Gospel Lections	Gospel of Luke	no_level3
69	grans diligenter discit ab	Gospel Lections	Gospel of Luke	no_level3
70	eis tempus stelle que	Gospel Lections	Gospel of Luke	no_level3
71	apparuit eius et memtens	Gospel Lections	Gospel of Luke	no_level3
72	eos in betheleein dixit ite	Gospel Lections	Gospel of Luke	no_level3
73	et interrogate diligenter	Gospel Lections	Gospel of Luke	no_level3
74	de puero et cium muene	Gospel Lections	Gospel of Luke	no_level3
75	ritis renunciate inchoz il sunt	Gospel Lections	Gospel of Luke	no_level3
76	et egoueniens adoremeu	Gospel Lections	Gospel of Luke	no_level3
77	qui cum audissent re	Gospel Lections	Gospel of Luke	no_level3
78	gem abierunt et ecce	Gospel Lections	Gospel of Luke	no_level3
79	stella quam iucerant	Gospel Lections	Gospel of Luke	no_level3
80	oriente antecedebat eos in	Gospel Lections	Gospel of Luke	no_level3
81	que duum ueniens staret	Gospel Lections	Gospel of Luke	no_level3
82	supra ubi erat puer li	Gospel Lections	Gospel of Luke	no_level3
83	dentes autem stellam	Gospel Lections	Gospel of Luke	no_level3
84	gauli sunt gaudiorinti	Gospel Lections	Gospel of Luke	no_level3
85	gnouasde et intrates suas	Gospel Lections	Gospel of Luke	no_level3
86	initium muvenerunt puerulus	Gospel Lections	Gospel of Luke	no_level3
87	cum maria matre eius et	Gospel Lections	Gospel of Luke	no_level3
88	procidentes adorauerunt	Gospel Lections	Gospel of Luke	no_level3
89	eum et apertis thesau	Gospel Lections	Gospel of Luke	no_level3
90	ris suis obtulerunt ei nu	Gospel Lections	Gospel of Luke	no_level3
91	nera aurug thus et ultra	Gospel Lections	Gospel of Luke	no_level3
92	et responso accepto in syon	Gospel Lections	Gospel of Luke	no_level3
93	nis ne redirent adherode	Gospel Lections	Gospel of Luke	no_level3
94	per aliam viam reversi	Gospel Lections	Gospel of Luke	no_level3
95	sunt in regionem suam	Gospel Lections	Gospel of Luke	no_level3
96	silo tempore	Gospel Lections	Gospel of Mark	no_level3
97	tibus ullices	Gospel Lections	Gospel of Mark	no_level3
98	discipulis apparuit illis	Gospel Lections	Gospel of Mark	no_level3
99	mahelis et exproborauit in	Gospel Lections	Gospel of Mark	no_level3
100	credulitatem illorumet	Gospel Lections	Gospel of Mark	no_level3
101	duritiam cordis quia his	Gospel Lections	Gospel of Mark	no_level3
102	qui viderant en resurre	Gospel Lections	Gospel of Mark	no_level3
103	tunc a mortuis non creoi	Gospel Lections	Gospel of Mark	no_level3
104	testant et dixit eius eliotes	Gospel Lections	Gospel of Mark	no_level3
105	in mundum universum	Gospel Lections	Gospel of Mark	no_level3
106	predicate evangelium	Gospel Lections	Gospel of Mark	no_level3
107	omni creature qui cre	Gospel Lections	Gospel of Mark	no_level3
108	deriderit et baptizatus fuerat	Gospel Lections	Gospel of Mark	no_level3
109	rit saluus erit qui uero	Gospel Lections	Gospel of Mark	no_level3
110	non crediderunt condemp	Gospel Lections	Gospel of Mark	no_level3
111	nabitur signa autem	Gospel Lections	Gospel of Mark	no_level3
112	eos qui crediderint hec le	Gospel Lections	Gospel of Mark	no_level3
113	quentur in nomine meo	Gospel Lections	Gospel of Mark	no_level3
114	demonia eius scient linguis	Gospel Lections	Gospel of Mark	no_level3
115	loquentur nous serpens	Gospel Lections	Gospel of Mark	no_level3
116	tes tollent et li morti	Gospel Lections	Gospel of Mark	no_level3
117	terum quid biberint non	Gospel Lections	Gospel of Mark	no_level3
118	eis nocebit super egros	Gospel Lections	Gospel of Mark	no_level3
119	infantibus imponent et les	Gospel Lections	Gospel of Mark	no_level3
120	dimie labia	Hours of the Cross	Matins	no_level3
121	mea aperies	Hours of the Cross	Matins	no_level3
122	os meum	Hours of the Cross	Matins	no_level3
123	annuntiabit laudem tuam	Hours of the Cross	Matins	no_level3
124	eus n abutorum	Hours of the Cross	Matins	no_level3
125	meum intende	Hours of the Cross	Matins	no_level3
126	comme ad adiuviam	Hours of the Cross	Matins	no_level3
127	oum me festina	Hours of the Cross	Matins	no_level3
128	corific patri et filio	Hours of the Cross	Matins	no_level3
129	spiritui sancto	Hours of the Cross	Matins	no_level3
130	sicut erat in princi	Hours of the Cross	Matins	no_level3
131	pio et nunc et semper et	Hours of the Cross	Matins	no_level3
132	in seculum seculorum anne	Hours of the Cross	Matins	no_level3
133	patris sapientia	Hours of the Cross	Matins	no_level3
134	ueritas divina	Hours of the Cross	Matins	no_level3
135	deus homo captus est hoc	Hours of the Cross	Matins	no_level3
136	ra meffultitia allus ou	Hours of the Cross	Matins	no_level3
137	videis venditus traditus	Hours of the Cross	Matins	no_level3
138	et afflictus adoramus	Hours of the Cross	Matins	no_level3
139	te expistet et benedicimus tibi	Hours of the Cross	Matins	no_level3
140	quia per sanctam trecem tu	Hours of the Cross	Matins	no_level3
141	am redemisti mundum	Hours of the Cross	Matins	no_level3
142	omnis terra adoret te deus	Hours of the Cross	Matins	no_level3
143	psallant tibi psalmus	Hours of the Cross	Matins	no_level3
144	dicat noi tuo bremus oro	Hours of the Cross	Matins	no_level3
145	comme ilhesuxpe	Hours of the Cross	Matins	no_level3
146	tiliscerici pone	Hours of the Cross	Matins	no_level3
147	passionem crucem tibi mee	Hours of the Cross	Matins	no_level3
148	tem tuam inter iudicium	Hours of the Cross	Matins	no_level3
149	tuum et a main mea	Hours of the Cross	Matins	no_level3
150	nunc et in hora mortis	Hours of the Cross	Matins	no_level3
151	mee et largire digneris	Hours of the Cross	Matins	no_level3
152	nivis misericordiam et gratiam	Hours of the Cross	Matins	no_level3
153	defunctis veniam et requi	Hours of the Cross	Matins	no_level3
154	eaδem ecclesie tue pacem et	Hours of the Cross	Matins	no_level3
155	concordiam et nobis peccato	Hours of the Cross	Matins	no_level3
156	ribus uitam et leticiam	Hours of the Cross	Matins	no_level3
157	sempiternam qui uvus	Hours of the Cross	Matins	no_level3
158	et regnas deus per omnia	Hours of the Cross	Matins	no_level3
159	secula seculorum amen psalmus	Hours of the Cross	Matins	no_level3
160	meus in adiutoriumyr	Hours of the Cross	Prime	no_level3
161	ora prima ductu	Hours of the Cross	Prime	no_level3
162	est ihesus adyla	Hours of the Cross	Prime	no_level3
163	tum falsis testimoniis	Hours of the Cross	Prime	no_level3
164	multum accusatu in collo	Hours of the Cross	Prime	no_level3
165	percuturt manibus liga	Hours of the Cross	Prime	no_level3
166	tuum multum dei conspu	Hours of the Cross	Prime	no_level3
167	unt lumen celi gratum	Hours of the Cross	Prime	no_level3
168	adoramus te expisté orum	Hours of the Cross	Prime	no_level3
169	comme ilheluxisse in	Hours of the Cross	Prime	no_level3
170	eius in adiutorium pro	Hours of the Cross	Prime	no_level3
171	rucifige clamitantes	Hours of the Cross	Prime	no_level3
172	hora tenciarum il	Hours of the Cross	Prime	no_level3
173	lusus miserenduntur veste pur	Hours of the Cross	Prime	no_level3
174	purarum caput eius pon	Hours of the Cross	Prime	no_level3
175	gitur corona spiritumarum et	Hours of the Cross	Prime	no_level3
176	cem portat humeris ad lo	Hours of the Cross	Prime	no_level3
177	cum poenarum cl adoramus	Hours of the Cross	Prime	no_level3
178	comme ilhum xpisté viri	Hours of the Cross	Prime	no_level3
179	eius madiutorium pro	Hours of the Cross	Sext	no_level3
180	ora sexta illis est	Hours of the Cross	Sext	no_level3
181	cruci conclavatus	Hours of the Cross	Sext	no_level3
182	et est cum latronibus psalmus	Hours of the Cross	Sext	no_level3
183	dens deputatus pre torme	Hours of the Cross	Sext	no_level3
184	tis sitiens sitiens felle satu	Hours of the Cross	Sext	no_level3
185	ratus agnus crine dilexit	Hours of the Cross	Sext	no_level3
186	sicut ludificatus adoram	Hours of the Cross	Sext	no_level3
187	comme ilhum expisté vos	Hours of the Cross	Sext	no_level3
188	meus in adiutorium	Hours of the Cross	None	no_level3
189	fora nonas dominus ex	Hours of the Cross	None	no_level3
190	inspirant delycla	Hours of the Cross	None	no_level3
191	maris aiam pati commen	Hours of the Cross	None	no_level3
192	davit latus eius lancea	Hours of the Cross	None	no_level3
193	miles perforauit terra	Hours of the Cross	None	no_level3
194	tunc tremuit et sol obscur	Hours of the Cross	None	no_level3
195	rauit adoramus operum	Hours of the Cross	None	no_level3
196	comme ilhesu expiste	Hours of the Cross	None	no_level3
197	dis mei adventorum qui	Hours of the Cross	Vespers	no_level3
198	de cruce deponentur	Hours of the Cross	Vespers	no_level3
199	hora vespertinai	Hours of the Cross	Vespers	no_level3
200	fortitudo latuit in mente	Hours of the Cross	Vespers	no_level3
201	divina talem mortem	Hours of the Cross	Vespers	no_level3
202	subitu uité medicina tu	Hours of the Cross	Vespers	no_level3
203	corona glorie jacuit superbia	Hours of the Cross	Vespers	no_level3
204	auremodoramus terre ipse oraculo	Hours of the Cross	Vespers	no_level3
205	comme ilhum xpe et cur	Hours of the Cross	Vespers	no_level3
206	converte nos deus	Hours of the Cross	Compline	no_level3
207	salutaris noster	Hours of the Cross	Compline	no_level3
208	averte iram tuam	Hours of the Cross	Compline	no_level3
209	a nobis deus in aduito	Hours of the Cross	Compline	no_level3
210	ordin complectoruy	Hours of the Cross	Compline	no_level3
211	datur sepulture	Hours of the Cross	Compline	no_level3
212	primine labia	Hours of the Holy Spirit	Matins	no_level3
213	mea aperies	Hours of the Holy Spirit	Matins	no_level3
214	de virgine mauva	Hours of the Holy Spirit	Matins	no_level3
215	expistus fuit natus	Hours of the Holy Spirit	Matins	no_level3
216	crucifixus mortuus atque	Hours of the Holy Spirit	Matins	no_level3
217	tumulatus resurgens	Hours of the Holy Spirit	Matins	no_level3
218	discipulis fuit demonstra	Hours of the Holy Spirit	Matins	no_level3
219	tus et ipsis cernentibus	Hours of the Holy Spirit	Matins	no_level3
220	celis elevatus a benissance	Hours of the Holy Spirit	Matins	no_level3
221	nonnipotens sempit	Hours of the Holy Spirit	Matins	no_level3
222	meus in adiutorium myr	Hours of the Holy Spirit	Terce	no_level3
223	tium sanctum	Hours of the Holy Spirit	Terce	no_level3
224	spiritu deus de	Hours of the Holy Spirit	Terce	no_level3
225	legauit in die sanctoppen	Hours of the Holy Spirit	Terce	no_level3
226	thecostes ipsos contrina	Hours of the Holy Spirit	Terce	no_level3
227	uit et de l anguis signeis	Hours of the Holy Spirit	Terce	no_level3
228	eos iniflamavit relin	Hours of the Holy Spirit	Terce	no_level3
229	sequere orphanos illos se	Hours of the Holy Spirit	Terce	no_level3
230	negavit aδ uſdem sancte	Hours of the Holy Spirit	Terce	no_level3
231	minipotens semper	Hours of the Holy Spirit	Terce	no_level3
232	meus in adiutorii	Hours of the Holy Spirit	Sext	no_level3
233	gratiam trunc	Hours of the Holy Spirit	Sext	no_level3
234	acceptauerunt quare	Hours of the Holy Spirit	Sext	no_level3
235	prodiouvata cuncta cogno	Hours of the Holy Spirit	Sext	no_level3
236	uenit ad diversa clima	Hours of the Holy Spirit	Sext	no_level3
237	ta mundi recensuerunt et	Hours of the Holy Spirit	Sext	no_level3
238	fidem catholicam tunc pre	Hours of the Holy Spirit	Sext	no_level3
239	dicaverunt a dem sancte	Hours of the Holy Spirit	Sext	no_level3
240	impimus sempiterne adix	Hours of the Holy Spirit	Sext	no_level3
241	eis ablut	Hours of the Holy Spirit	None	no_level3
242	pintus paraclitus	Hours of the Holy Spirit	None	no_level3
243	tuit appellatus donum	Hours of the Holy Spirit	None	no_level3
244	dei caritas tons vivificat	Hours of the Holy Spirit	None	no_level3
245	spiritalibus unctioignis	Hours of the Holy Spirit	None	no_level3
246	initiamatus teptitorum	Hours of the Holy Spirit	None	no_level3
247	gratia l arissima vocatus	Hours of the Holy Spirit	None	no_level3
248	cl deni sancte ipus quia	Hours of the Holy Spirit	None	no_level3
249	psalmus sempiterne	Hours of the Holy Spirit	None	no_level3
250	meus in adiutorium psalmus	Hours of the Holy Spirit	Vespers	no_level3
251	extre dei digitus	Hours of the Holy Spirit	Vespers	no_level3
252	virtus spiritalis	Hours of the Holy Spirit	Vespers	no_level3
253	nos defendat eruat aboi	Hours of the Holy Spirit	Vespers	no_level3
254	bus malis bot nobis non	Hours of the Holy Spirit	Vespers	no_level3
255	noceat demon internalis	Hours of the Holy Spirit	Vespers	no_level3
256	sed protegat nutriato	Hours of the Holy Spirit	Vespers	no_level3
257	ueatur sub alis am reni sancte	Hours of the Holy Spirit	Vespers	no_level3
258	misericors sempiterne conpus	Hours of the Holy Spirit	Vespers	no_level3
259	conuerte uos deus psalmus	Hours of the Holy Spirit	Compline	no_level3
260	spiritus paraclitus	Hours of the Holy Spirit	Compline	no_level3
261	vos bellare	Hours of the Holy Spirit	Compline	no_level3
262	egressus nostros regere et	Hours of the Holy Spirit	Compline	no_level3
263	illuminare ut cu deus	Hours of the Holy Spirit	Compline	no_level3
264	venerunt omnes iudicare mes	Hours of the Holy Spirit	Compline	no_level3
265	velit ad dexteram suam	Hours of the Holy Spirit	Compline	no_level3
266	appellare a veni sancte	Hours of the Holy Spirit	Compline	no_level3
267	mnipotens sempitur	Hours of the Holy Spirit	Compline	no_level3
268	as horas sa reconi	Hours of the Holy Spirit	Compline	no_level3
269	monitas menda	Hours of the Holy Spirit	Compline	no_level3
270	tu devotione cibi sancte	Hours of the Holy Spirit	Compline	no_level3
271	spiritus pertra ratione diri ut	Hours of the Holy Spirit	Compline	no_level3
272	nos visites inspiratione	Hours of the Holy Spirit	Compline	no_level3
273	dimunt labia	Hours of the Virgin	Matins	Invocation
274	mea appelles	Hours of the Virgin	Matins	Invocation
275	os meum	Hours of the Virgin	Matins	Invocation
276	annunciffabitur laudentia	Hours of the Virgin	Matins	Invocation
277	eius in adiutorum	Hours of the Virgin	Matins	Invocation
278	meum misertende	Hours of the Virgin	Matins	Invocation
279	domine adiuvau	Hours of the Virgin	Matins	Invocation
280	duum me testina	Hours of the Virgin	Matins	Invocation
281	gloria patri et tilio et	Hours of the Virgin	Matins	Invocation
282	spiritui sanctorum	Hours of the Virgin	Matins	Invocation
283	sicut erat in principio	Hours of the Virgin	Matins	Invocation
284	et nunc et semper et ni le	Hours of the Virgin	Matins	Invocation
285	cula seculorum anne alla	Hours of the Virgin	Matins	Invocation
286	que maria gratia ple	Hours of the Virgin	Matins	Invitatory
287	na dominus tecum plus	Hours of the Virgin	Matins	Invitatory
288	enite exultemus	Hours of the Virgin	Matins	Invitatory
289	domino iubilem	Hours of the Virgin	Matins	Invitatory
290	deo salutari nostro preoccupe	Hours of the Virgin	Matins	Invitatory
291	lilus faciem eius in con	Hours of the Virgin	Matins	Invitatory
292	tellione et in psalmis in	Hours of the Virgin	Matins	Invitatory
293	piscinuis eius anc maria	Hours of the Virgin	Matins	Invitatory
294	quoniam deus magna	Hours of the Virgin	Matins	Invitatory
295	dominus et rex magnus	Hours of the Virgin	Matins	Invitatory
296	super omnes deos quoniam	Hours of the Virgin	Matins	Invitatory
297	non repellet dominus plebem	Hours of the Virgin	Matins	Invitatory
298	suam quia in manu eius	Hours of the Virgin	Matins	Invitatory
299	sunt omnes fines terre	Hours of the Virgin	Matins	Invitatory
300	et altitudines montium	Hours of the Virgin	Matins	Invitatory
301	ipse conspicit dominus tecum	Hours of the Virgin	Matins	Invitatory
302	quoniam ipsius est	Hours of the Virgin	Matins	Invitatory
303	mare et ipse fecit illud et	Hours of the Virgin	Matins	Invitatory
304	filiorum tundauerunt media	Hours of the Virgin	Matins	Invitatory
305	novis eius venite adoremus	Hours of the Virgin	Matins	Invitatory
306	et procidamus ante deum	Hours of the Virgin	Matins	Invitatory
307	ploremus coram domino qui	Hours of the Virgin	Matins	Invitatory
308	fecit nos quia ipse est dominus	Hours of the Virgin	Matins	Invitatory
309	deus noster nos autem po	Hours of the Virgin	Matins	Invitatory
310	populus eius et oues pas	Hours of the Virgin	Matins	Invitatory
311	tue eius aue maria	Hours of the Virgin	Matins	Invitatory
312	hodie si uocem eius au	Hours of the Virgin	Matins	Invitatory
313	dieritis nolite obdurare	Hours of the Virgin	Matins	Invitatory
314	corda uestra sicut exacer	Hours of the Virgin	Matins	Invitatory
315	bacione secundum diem ten	Hours of the Virgin	Matins	Invitatory
316	tationis in deserto vbi temp	Hours of the Virgin	Matins	Invitatory
317	temptauerunt me patres viri	Hours of the Virgin	Matins	Invitatory
